"district_nces_code","district_name","redfin_metro","metropolitan_division","metropolitan_statistical_area","num_top_schools","percent_top_schools","avg_school_rating","best_rating","percent_students_in_top_schools","total_students"
"3904909","Teays Valley Local School District","Columbus, OH","Columbus, OH","Columbus, OH",1,0.25,8.25,10,0.370092378752887,1732
"3905067","Eastwood Local School District","Toledo, OH","Toledo, OH","Toledo, OH",2,1,9,9,1,531
"5101980","Hopewell City Public Schools","Richmond, VA","Richmond, VA","Richmond, VA",0,0,3,3,0,2005
"3905016","Howland Local School District","Youngstown, OH","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",0,0,6,7,0,654
"1713260","East Prairie School District 73","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,8,8,0,497
"3302580","Deerfield School District","Rockingham County, NH","Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH",0,0,6,6,0,469
"2009960","Newton School District","Wichita, KS","Wichita, KS","Wichita, KS",0,0,5.2,7,0,1909
"3620490","New Rochelle City School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,5.83,8,0,4622
"4213020","Lake-Lehman School District","Scranton, PA","Scranton--Wilkes-Barre--Hazleton, PA","Scranton--Wilkes-Barre--Hazleton, PA",0,0,6,8,0,1002
"3622380","Palmyra-Macedon Central School District","Rochester, NY","Rochester, NY","Rochester, NY",0,0,5,5,0,464
"5511640","Pewaukee School District","Milwaukee, WI","Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI",2,1,9.5,10,1,1575
"3621240","North Tonawanda City School District","Buffalo, NY","Buffalo-Cheektowaga-Niagara Falls, NY","Buffalo-Cheektowaga-Niagara Falls, NY",0,0,5.25,7,0,1843
"3418210","Woodcliff Lake School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,509
"2100420","Bellevue Ind School District","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,3,3,0,453
"4818540","Ennis Independent School District","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",2,0.333333333333333,8,10,0.231271609681137,2603
"1100030","District of Columbia Public Schools","Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",4,0.0555555555555556,4.6,9,0.0606060606060606,26268
"1743960","Yorkville Community Unit School District 115","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,6.25,8,0,2353
"3703990","Rockingham County School District","Greensboro, NC","Greensboro-High Point, NC","Greensboro-High Point, NC",0,0,5.27,8,0,6146
"4900570","Morgan District","Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",1,0.5,8.5,9,0.419504643962848,1292
"3625140","Royalton-Hartland Central School District","Buffalo, NY","Buffalo-Cheektowaga-Niagara Falls, NY","Buffalo-Cheektowaga-Niagara Falls, NY",0,0,5,5,0,505
"4807780","Aledo Independent School District","Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",5,1,9.4,10,1,2649
"2500067","Manchester Essex Regional School District","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",0,0,8,8,0,716
"4209690","Farrell Area School District","Youngstown, OH","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",0,0,2,2,0,436
"0804530","Harrison 2 School District","Colorado Springs, CO","Colorado Springs, CO","Colorado Springs, CO",0,0,4.93,8,0,5733
"1709510","Chaney-Monge School District 88","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,2,2,0,276
"3702370","Johnston County School District","Raleigh, NC","Raleigh, NC","Raleigh, NC",2,0.0909090909090909,5.64,9,0.0896491987873538,16163
"1715450","Forest Park School District 91","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,3,4,0,291
"1727450","Mulberry Grove Community Unit School District 1","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,6,6,0,213
"1706450","Bloomingdale School District 13","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",1,0.5,9,10,0.545893719806763,828
"2010680","Piper-Kansas City School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",1,1,9,9,1,623
"3904514","Wyoming City School District","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",2,0.666666666666667,8.67,9,0.657770800627943,637
"1303930","Newton County School District","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",2,0.153846153846154,5.38,10,0.152620043833433,10038
"3904550","Milford Exempted Village School District","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",5,0.833333333333333,9.17,10,0.817749160134378,3572
"2609840","Clarenceville School District","Detroit, MI","Detroit-Dearborn-Livonia, MI","Detroit-Warren-Dearborn, MI",0,0,6.5,8,0,847
"3407320","Ho-Ho-Kus School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,8,8,0,660
"2607560","Byron Center Public Schools","Grand Rapids, MI","Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI",2,0.5,8.5,10,0.5,2072
"4502820","Lexington 05 School District","Columbia, SC","Columbia, SC","Columbia, SC",4,0.333333333333333,7.75,10,0.393238674780257,7395
"0623760","Maple Elementary","Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0,4,4,0,282
"0600001","Acton-Agua Dulce Unified","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0,6,6,0,394
"3628650","Union Free School District-Tarrytowns","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,625
"3405700","Frenchtown School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,139
"3600081","Nyc Geog District # 5 - Manhattan","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,2.5,7,0,6452
"4703180","Metropolitan Nashville Public Schools","Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",7,0.0921052631578947,3.57,10,0.0977287475665153,38525
"4844010","Venus Independent School District","Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0,5,5,0,628
"0629550","Palm Springs Unified School District","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,4.13,7,0,10168
"5515990","Wauwatosa School District","Milwaukee, WI","Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI",6,0.666666666666667,9.11,10,0.660675550046483,3227
"3904458","Oakwood City School District","Dayton, OH","Dayton, OH","Dayton, OH",2,1,9.5,10,1,910
"4809810","Bellville Independent School District","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",1,0.333333333333333,7.33,9,0.146100691016782,1013
"3624750","Rochester City School District","Rochester, NY","Rochester, NY","Rochester, NY",0,0,1.33,4,0,18910
"4842990","Tornillo Independent School District","El Paso, TX","El Paso, TX","El Paso, TX",0,0,2,2,0,681
"3306420","Strafford School District","Rockingham County, NH","Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH",0,0,7,7,0,510
"5516620","Whitefish Bay School District","Milwaukee, WI","Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI",2,1,10,10,1,1492
"1301860","Douglas County School District","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",5,0.277777777777778,6.83,10,0.258127727799056,11227
"1723730","Will County School District 92","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",1,1,9,9,1,367
"3305820","Portsmouth School District","Rockingham County, NH","Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH",2,0.666666666666667,9.33,10,0.710172744721689,1042
"0626370","Mt. Diablo Unified School District","Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",9,0.310344827586207,5.97,10,0.343332267348897,15635
"2004920","Clearwater School District","Wichita, KS","Wichita, KS","Wichita, KS",0,0,7.5,8,0,603
"2506780","Leominster School District","Worcester, MA","Worcester, MA-CT","Worcester, MA-CT",1,0.25,5.25,9,0.241078208048595,2634
"2508040","Monson School District","Springfield, MA","Springfield, MA","Springfield, MA",0,0,2,2,0,408
"2614460","Fitzgerald Public Schools","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",0,0,4.5,6,0,769
"2703180","Anoka-Hennepin Public School District.","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",2,0.08,6.12,9,0.140001218991894,16407
"4817640","Duncanville Independent School District","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0,4,7,0,6806
"3404020","Dunellen Public School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,5,5,0,540
"5505520","Glenwood City School District","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",1,1,9,9,1,377
"3616440","Lackawanna City School District","Buffalo, NY","Buffalo-Cheektowaga-Niagara Falls, NY","Buffalo-Cheektowaga-Niagara Falls, NY",0,0,2,2,0,524
"3614190","Hendrick Hudson Central School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,0.333333333333333,7,9,0.245798319327731,952
"4216500","Woodland Hills School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",0,0,3,5,0,2170
"4846680","Ysleta Independent School District","El Paso, TX","El Paso, TX","El Paso, TX",11,0.297297297297297,7.38,10,0.328304530593181,21410
"1808970","Plainfield Community School Corporation","Indianapolis, IN","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",4,1,9.5,10,1,2329
"4901050","Tooele District","Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",0,0,4.63,8,0,7845
"3619560","Minisink Valley Central School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,1079
"0900910","Cooperative Educational Servi","Bridgeport, CT","Bridgeport-Stamford-Norwalk, CT","Bridgeport-Stamford-Norwalk, CT",0,0,6,6,0,463
"3608310","Copiague Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,4.67,6,0,1779
"3904686","Bloom-Carroll Local School District","Columbus, OH","Columbus, OH","Columbus, OH",0,0,6,6,0,280
"1301740","Dekalb County School District","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",3,0.046875,3.7,10,0.0399800099950025,46023
"0900510","Bristol School District","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",0,0,4.43,6,0,3168
"3626640","Shelter Island Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,7,7,0,221
"3904395","Euclid City School District","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",0,0,4,6,0,2821
"4900720","Ogden City District","Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",1,0.0714285714285714,3.57,9,0.0822784810126582,7268
"0603870","Banta Elementary","Stockton, CA","Stockton-Lodi, CA","Stockton-Lodi, CA",0,0,3,3,0,345
"3409630","Manville Board of Education School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,3,3,0,215
"2720670","Milaca Public School District","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,5,5,0,1059
"4833180","Northwest Independent School District","Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",1,0.125,6.88,10,0.0941121928604543,4314
"0905220","Windsor School District","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",0,0,4,4,0,515
"1709170","Central School District 104","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,4,4,0,352
"2730030","Princeton Public School District","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,6,6,0,698
"1743380","Worth School District 127","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,4.5,5,0,716
"4702220","Knox County School District","Knoxville, TN","Knoxville, TN","Knoxville, TN",6,0.125,5.23,10,0.147207929782082,26432
"0601415","Washington Unified","Fresno, CA","Fresno, CA","Fresno, CA",0,0,3.5,4,0,1118
"4203660","Big Spring School District","Harrisburg, PA","Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA",0,0,6.67,7,0,1106
"3904439","Miamisburg City School District","Dayton, OH","Dayton, OH","Dayton, OH",0,0,6,8,0,2574
"4824100","Hutto Independent School District","Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0,7.25,8,0,2772
"3403390","Closter Public School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,10,10,1,560
"3417610","West Orange Public School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",2,0.285714285714286,7.14,9,0.296387017758726,3266
"2511670","Topsfield School District","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",1,1,9,9,1,263
"2502160","Athol-Royalston School District","Worcester, MA","Worcester, MA-CT","Worcester, MA-CT",0,0,3,4,0,639
"5514640","Sun Prairie Area School District","Madison, WI","Madison, WI","Madison, WI",3,0.428571428571429,8.29,10,0.461033144222156,3349
"0103062","St Clair County School District","Birmingham, AL","Birmingham-Hoover, AL","Birmingham-Hoover, AL",1,0.1,6.7,10,0.109816612729234,4635
"3904659","Richmond Heights Local School District","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",0,0,3,3,0,430
"3905001","Green Local School District","Akron, OH","Akron, OH","Akron, OH",1,1,10,10,1,992
"1201590","Polk","Lakeland, FL","Lakeland-Winter Haven, FL","Lakeland-Winter Haven, FL",3,0.0441176470588235,3.69,10,0.0365649811951525,43074
"0620460","Pacifica","San Francisco, CA","San Francisco-Redwood City-South San Francisco, CA","San Francisco-Oakland-Hayward, CA",3,0.5,8.17,9,0.575125531093086,2589
"3401890","Bloomsbury School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,134
"0628950","Oro Grande Elementary","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,3,3,0,100
"4108310","Molalla River School District 35","Portland, OR","Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA",0,0,5.5,8,0,1139
"0691026","Riverside County Office of Education","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,1,1,0,646
"3904507","Whitehall City School District","Columbus, OH","Columbus, OH","Columbus, OH",0,0,4.67,6,0,1589
"3415090","Somerville Borough School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,5,5,0,928
"4821390","Granbury Independent School District","Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",1,0.2,6.2,9,0.209171075837742,2835
"3904910","Westfall Local School District","Columbus, OH","Columbus, OH","Columbus, OH",0,0,5,5,0,677
"4015480","Inola School District","Tulsa, OK","Tulsa, OK","Tulsa, OK",0,0,4,4,0,566
"2731780","Robbinsdale Public School District","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,3.33,8,0,4983
"2910320","Sherwood Cass R-Viii School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",0,0,5,5,0,408
"0805670","Miami Yoder 60 Jt School District","Colorado Springs, CO","Colorado Springs, CO","Colorado Springs, CO",0,0,3,3,0,146
"0407080","Roosevelt Elementary District","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",0,0,2.5,5,0,9596
"1741190","Wauconda Community Unit School District 118","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,5,5,0,650
"2201470","St. Helena Parish School District","Baton Rouge, LA","Baton Rouge, LA","Baton Rouge, LA",0,0,1,1,0,512
"3904457","Norwood City School District","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,5.33,6,0,960
"3905041","Carlisle Local School District","Dayton, OH","Dayton, OH","Dayton, OH",0,0,7,7,0,356
"0614730","Fullerton Elementary","Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",6,0.352941176470588,6.82,10,0.424349240780911,11064
"3904870","Mad River Local School District","Dayton, OH","Dayton, OH","Dayton, OH",0,0,5.5,6,0,1492
"0631290","Pollock Pines Elementary","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0,6,6,0,408
"4211760","Hempfield Area School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",2,0.4,8,10,0.332440703902066,2614
"4820340","Garland Independent School District","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",9,0.191489361702128,5.57,10,0.199724201333027,26106
"3104100","Blair Community Schools","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",1,0.25,7.75,10,0.177161152614728,937
"3413650","Randolph Township School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,7.5,8,0,1990
"3600010","Cobleskill-Richmondville Central School District","Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",0,0,6,7,0,950
"3904420","Lancaster City School District","Columbus, OH","Columbus, OH","Columbus, OH",0,0,5,6,0,3350
"1804590","School City of Hobart","Gary, IN","Gary, IN","Chicago-Naperville-Elgin, IL-IN-WI",1,0.333333333333333,8.33,10,0.293218085106383,1504
"1719680","Hoover-Schrum Memorial School District 157","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,1,1,0,615
