"district_nces_code","median_sale_price","median_sale_price_per_sqft","total_sales"
"0602430",225000,199.1666666666666667,15
"0602450",225000,160.8727810650887574,74
"0602610",444000,331.2570781426953567,31
"0602630",415000,336.0707517372078332,51
"0602670",488000,390.7125700560448359,109
"0602820",165000,134.9862258953168044,187
"0602850",238000,197.8998384491114701,32
"0602970",800000,618.1818181818181818,25
"0603060",410000,232.9545454545454545,5
"0603300",300000,251.1848341232227488,53
"0603420",130000,113.6363636363636364,13
"0603600",375888,344.0571939231456658,13
"0603630",109000,93.2038834951456311,141
"0603690",349000,325.7874015748031496,20
"0603840",217000,155.4559043348281016,158
"0604080",200000,146.0674157303370787,34
"0604200",695000,622.7598566308243728,5
"0604230",222500,180.6640625,136
"0604260",105000,97.2222222222222222,9
"0604290",223990,152.5119617224880383,143
"0604440",385000,324.6753246753246753,37
"0604530",980000,772.7272727272727273,26
"0604620",412000,340.7243377483443709,12
"0604650",403750,315.3076923076923077,5
"0604740",787500,649.5145631067961165,113
"0604800",571000,482.809070958302853,6
"0605240",235000,172.1938775510204082,36
"0605520",1342750,1059.6153846153846154,6
"0605580",210000,185.7835218093699515,51
"0605610",402000,319.0522243713733075,19
"0605700",185000,127.6408450704225352,19
"0605880",490000,369.4220921726408193,15
"0605910",414000,285.4330708661417323,87
"0606060",750000,609.7560975609756098,6
"0606270",360000,229.4997421351211965,17
"0606360",375000,321.4013709063214014,13
"0606390",155000,129.2246520874751491,54
"0606450",650050,497.0972423802612482,125
"0606480",1250000,1056.9105691056910569,29
"0606750",404000,263.4803921568627451,20
"0606780",872000,732.6732673267326733,11
"0606810",349000,287.0189171559034573,25
"0607020",535000,453.3898305084745763,11
"0607140",910000,703.0129124820659971,7
"0607170",297000,170.9844559585492228,6
"0607200",765000,625,43
"0607230",745000,598.615916955017301,62
"0607440",517000,386.8421052631578947,281
"0607470",1025000,778.938207136640557,5
"0607500",549000,465.2542372881355932,12
"0607530",950000,688.1616939364773821,62
"0607560",235000,182.2916666666666667,21
"0607740",355000,320.2676864244741874,18
"0607800",571000,457.8606158833063209,22
"0607900",205000,193.0783242258652095,15
"0607920",360000,329.8774740810556079,20
"0607950",327500,279.2553191489361702,16
"0607970",164990,156.069364161849711,20
"0608070",410000,362.51105216622458,10
"0608130",148000,126.9451269451269451,14
"0608160",323000,252.8089887640449438,112
"0608370",235000,187.109375,78
"0608460",335000,275.7009345794392523,39
"0608520",117000,99.7395833333333333,16
"0608550",117000,99.7395833333333333,16
"0608610",352500,312.5,22
"0608760",435000,377.6455026455026455,17
"0608970",455000,291.9921875,29
"0609030",220300,163.6202830188679245,102
"0609070",320000,208.8607594936708861,48
"0609120",99500,93.3395872420262664,6
"0609300",221500,170.26578073089701,12
"0609390",210000,153.197158081705151,41
"0609620",254000,211.9140625,93
"0609640",502000,412.0553359683794466,13
"0609850",370000,259.0489709013484741,113
"0609940",390000,333.6510962821734986,12
"0610050",385000,286.5961199294532628,16
"0610260",980000,800,31
"0610290",1030000,748.1481481481481481,11
"0610620",395000,333.655705996131528,49
"0610860",137500,113.1921824104234528,5
"0610890",137500,113.1921824104234528,5
"0611110",250000,175.8154335719968178,561
"0611460",395000,312.971342383107089,52
"0611490",334000,240.5149051490514905,66
"0611520",419000,357.537490134175217,9
"0611820",565000,442.3076923076923077,52
"0611850",375000,287.6869965477560414,29
"0611910",160000,126.9841269841269841,8
