nces_code,name,city,state_code,is_suburb,district_nces_code,district_name,redfin_metro,metropolitan_division,metropolitan_statistical_area,school_quality,great_schools_rating,number_of_students,median_sale_price,median_sale_price_per_sqft,total_sales
040497001167,Sirrine Elementary School,Chandler,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,478,172000,158.82838283828383,9
040497001305,O'Connor Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,561,135000,107.26672171758877,103
040497001374,Mendoza Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,7,546,178000,142.46947082767977,6
040497001409,Madison Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,454,170000,114.6236559139785,150
040497001550,Porter Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,450,164900,121.79065174456879,8
040497001667,Wilson Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,797,159000,109.34393638170974,31
040497002108,Brinton Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,570,134000,121.7437533227007,10
040497002280,Zaharis Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,859,174900,166.83217477656405,9
040497003229,Summit Academy K-6,Chandler,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,1124,172000,158.22784810126583,21
040564001416,Mountain Vista School,Oracle,AZ,suburb,0405640,Oracle Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,374,230000,135.9375,95
040567000459,Clarendon School,Phoenix,AZ,principal_city,0405670,Osborn Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,438,242000,166.92307692307693,23
040567000460,Encanto School,Phoenix,AZ,principal_city,0405670,Osborn Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,698,242000,166.92307692307693,23
040567001170,Longview Elementary School,Phoenix,AZ,principal_city,0405670,Osborn Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,575,214000,162.12406015037595,31
040593000126,Cactus View Elementary School,Phoenix,AZ,principal_city,0405930,Paradise Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,707,173000,137.7388535031847,11
040593000276,Copper Canyon Elementary School,Scottsdale,AZ,suburb,0405930,Paradise Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,728,360000,200.96722192369694,7
040593000473,Arrowhead Elementary School,Phoenix,AZ,principal_city,0405930,Paradise Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,484,183500,177.98254122211446,5
040593001080,Aire Libre Elementary School,Phoenix,AZ,principal_city,0405930,Paradise Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,444,144000,121.45390070921985,23
040593001083,Echo Mountain Primary School,Phoenix,AZ,principal_city,0405930,Paradise Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,586,173500,147.32142857142858,19
040593001240,Eagle Ridge Elementary School,Phoenix,AZ,principal_city,0405930,Paradise Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,577,161495,133.23643410852713,15
040593001471,Hidden Hills Elementary School,Phoenix,AZ,principal_city,0405930,Paradise Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,7,506,280000,159.3625498007968,9
040593001869,Sunset Canyon School,Phoenix,AZ,principal_city,0405930,Paradise Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,530,190000,125.90975254730714,5
040593002343,Echo Mountain Intermediate School,Phoenix,AZ,principal_city,0405930,Paradise Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,432,173500,147.32142857142858,19
040621001241,Villa de Paz Elementary School,Phoenix,AZ,principal_city,0406210,Pendergast Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,709,86000,78.75457875457876,12
040621001499,Garden Lakes Elementary School,Avondale,AZ,suburb,0406210,Pendergast Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,973,155000,107.33882030178326,10
040621002570,Amberlea Elementary School,Phoenix,AZ,principal_city,0406210,Pendergast Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,719,132000,91.09730848861284,7
040625000585,Desert Harbor Elementary School,Peoria,AZ,suburb,0406250,Peoria Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,782,171000,140.90177133655394,9
040625001092,Copperwood School,Glendale,AZ,suburb,0406250,Peoria Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,920,137000,114.64435146443515,6
040625001137,Sundance Elementary School,Peoria,AZ,suburb,0406250,Peoria Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,731,145000,119.65065502183405,7
040625001242,Cotton Boll School,Peoria,AZ,suburb,0406250,Peoria Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,925,212900,139.72106631989598,7
040625001380,Sahuaro Ranch Elementary School,Glendale,AZ,suburb,0406250,Peoria Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,603,154900,123.96069538926682,8
040625001425,Sun Valley Elementary School,Peoria,AZ,suburb,0406250,Peoria Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,929,145000,105.22598870056497,7
040625001473,Sky View Elementary School,Peoria,AZ,suburb,0406250,Peoria Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,500,242850,169.68803418803418,5
040625001501,Apache Elementary School,Peoria,AZ,suburb,0406250,Peoria Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,798,230000,141.68937329700273,72
040625001982,Country Meadows Elementary School,Peoria,AZ,suburb,0406250,Peoria Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,1102,125000,99.3858179787828,44
040625001983,Coyote Hills Elementary School,Peoria,AZ,suburb,0406250,Peoria Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,1118,157000,143.90467461044912,5
040625002111,Zuni Hills Elementary School,Sun City,AZ,suburb,0406250,Peoria Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,7,734,243000,147.31494920174165,79
040625002990,Lake Pleasant Elementary School,Peoria,AZ,suburb,0406250,Peoria Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,791,285000,170.75773745997864,99
040625003145,Parkridge Elementary School,Peoria,AZ,suburb,0406250,Peoria Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,1065,179900,126.87687687687688,58
040630000522,Ralph Waldo Emerson Elementary School,Phoenix,AZ,principal_city,0406300,Phoenix Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,458,230000,196.81742043551088,15
040630000530,Maie Bartlett Heard School,Phoenix,AZ,principal_city,0406300,Phoenix Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,669,178000,162.48839368616527,21
040630000533,Kenilworth Elementary School,Phoenix,AZ,principal_city,0406300,Phoenix Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,648,325000,230.94688221709006,24
040630000537,Whittier Elementary School,Phoenix,AZ,principal_city,0406300,Phoenix Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,490,238000,196.11021069692057,20
040702002487,Kings Ridge School,Phoenix,AZ,principal_city,0407020,Riverside Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,384,65000,61.553030303030305,5
040708000582,T G Barr School,Phoenix,AZ,principal_city,0407080,Roosevelt Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,525,193000,132.35294117647058,7
040708001880,Cloves C Campbell Senior Elementary School,Phoenix,AZ,principal_city,0407080,Roosevelt Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,563,200000,134.90437158469945,7
040730002818,Anza Trail,Sahuarita,AZ,suburb,0407300,Sahuarita Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",average_school,7,1336,126500,94.19680403700589,22
040757000646,Hohokam Traditional School,Scottsdale,AZ,suburb,0407570,Scottsdale Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,500,203000,168.14814814814815,12
040757000647,Hopi Elementary School,Phoenix,AZ,principal_city,0407570,Scottsdale Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,766,310000,271.69149868536374,11
040757000651,Kiva Elementary School,Paradise Valley,AZ,suburb,0407570,Scottsdale Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,10,641,410000,261.3378684807256,10
040757000657,Pima Elementary School,Scottsdale,AZ,suburb,0407570,Scottsdale Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,700,240000,166.66666666666666,10
040757000662,Tavan Elementary School,Phoenix,AZ,principal_city,0407570,Scottsdale Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,757,334000,217.09448388858547,10
040757001327,Anasazi Elementary School,Scottsdale,AZ,suburb,0407570,Scottsdale Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,10,639,280000,192.0,11
040757001384,Laguna Elementary School,Scottsdale,AZ,suburb,0407570,Scottsdale Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,662,348000,219.08823529411765,21
040757001434,Sequoya Elementary School,Scottsdale,AZ,suburb,0407570,Scottsdale Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,500,282000,202.26537216828478,8
040757001475,Redfield Elementary School,Scottsdale,AZ,suburb,0407570,Scottsdale Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,580,290000,198.89883000688232,17
040757001671,Desert Canyon Elementary School,Scottsdale,AZ,suburb,0407570,Scottsdale Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,10,613,349000,217.71678103555834,6
040757002115,Copper Ridge School,Scottsdale,AZ,suburb,0407570,Scottsdale Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,1212,315000,222.45762711864407,11
040775000296,Las Brisas Elementary School,Glendale,AZ,suburb,0407750,Deer Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,821,183000,126.2433052792655,10
040775000675,Constitution Elementary School,Phoenix,AZ,principal_city,0407750,Deer Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,571,144000,124.4131455399061,9
040775000681,New River Elementary School,New River,AZ,suburb,0407750,Deer Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,274,225000,170.53701015965166,8
040775001047,Mirage Elementary School,Glendale,AZ,suburb,0407750,Deer Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,505,153000,128.64493996569468,9
040775001048,Sunrise Elementary School,Phoenix,AZ,principal_city,0407750,Deer Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,494,139900,107.30593607305936,9
040775001146,Bellair Elementary School,Glendale,AZ,suburb,0407750,Deer Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,460,170000,155.82034830430797,6
040775001330,Mountain Shadows Elementary School,Glendale,AZ,suburb,0407750,Deer Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,472,159000,129.4969512195122,11
040775001563,Desert Sage Elementary School,Glendale,AZ,suburb,0407750,Deer Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,7,546,139000,120.96029547553093,5
040775001679,Paseo Hills Elementary School,Phoenix,AZ,principal_city,0407750,Deer Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,958,169000,137.85046728971963,6
040775001874,Anthem School,New River,AZ,suburb,0407750,Deer Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,846,199775,138.42619184376795,18
040775002358,Gavilan Peak Elementary School,Phoenix,AZ,principal_city,0407750,Deer Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,822,235000,167.85714285714286,11
040775002434,Diamond Canyon Elementary School,New River,AZ,suburb,0407750,Deer Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,958,200000,137.5515818431912,28
040775002636,Canyon Springs,Phoenix,AZ,principal_city,0407750,Deer Valley Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,7,830,198000,124.19882275997384,6
040817000710,Craycroft Elementary School,Tucson,AZ,principal_city,0408170,Sunnyside Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",poor_school,3,797,104500,101.88679245283019,6
040823000758,John F Kennedy School,Superior,AZ,suburb,0408230,Superior Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,1,223,30000,25.862068965517242,7
040831000767,Carminati Elementary School,Tempe,AZ,suburb,0408310,Tempe School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,376,155200,151.11976630963972,5
040831000776,Holdeman Elementary School,Tempe,AZ,suburb,0408310,Tempe School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,600,185000,168.1818181818182,5
040831000778,Laird School,Tempe,AZ,suburb,0408310,Tempe School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,520,150000,100.5061460592914,6
040849002488,Desert Oasis Elementary School,Phoenix,AZ,principal_city,0408490,Tolleson Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,883,125000,116.16727941176471,8
040855000806,Toltec Middle School,Eloy,AZ,suburb,0408550,Toltec Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,458,144900,99.11080711354309,63
040880000819,Annie Kellond Elementary School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",average_school,7,577,92750,76.06837606837607,8
040880000836,Dietz Elementary School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",poor_school,3,419,87500,84.95145631067962,7
040880000840,Dunham Elementary School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",average_school,4,208,123500,109.73282442748092,6
040880000842,Booth-Fickett Math/science Magnet School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",average_school,5,1296,147500,104.52961672473867,9
040880000843,Ford Elementary School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",average_school,4,404,126000,94.21265141318977,10
040880000845,Fruchthendler Elementary School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",top_school,9,379,193000,145.2599388379205,6
040880000852,Hollinger Elementary School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",average_school,4,529,46500,31.611148878314072,10
040880000853,Howell Peter Elementary School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",poor_school,3,340,120500,98.65718799368088,21
040880000854,Hudlow Elementary School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",average_school,4,290,109900,92.93873312564901,6
040880000872,Naylor Middle School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",poor_school,3,595,98000,75.15337423312883,7
040880000873,Ochoa Elementary School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",poor_school,1,207,90500,49.69796814936848,6
040880000878,Davidson Elementary School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",poor_school,3,322,155000,119.02390438247012,10
040880000880,Robison Elementary School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",poor_school,2,362,117000,84.57711442786069,13
040880000887,Sam Hughes Elementary School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",top_school,9,350,222000,171.83570829840738,14
040880000891,Tolson Elementary School,Tucson,AZ,principal_city,0408800,Tucson Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",poor_school,2,368,90500,49.69796814936848,6
